"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dennd4c",5.31443521650376e-05,0.352298828589947,0.361,0.141,0.887670114212624,"19","Dennd4c"
"Csrnp12",5.35920521072515e-05,0.414697339244291,0.861,0.603,0.895148046347422,"19","Csrnp1"
"Gfra2",5.84911510670087e-05,0.406050146865854,0.167,0.039,0.976977696272246,"19","Gfra2"
"Mark32",6.17279814478959e-05,0.40360396671588,0.5,0.25,1,"19","Mark3"
"Ier34",6.28580734787304e-05,0.426441829553796,0.806,0.528,1,"19","Ier3"
"mt-Nd4l1",6.51233345498509e-05,0.385452916293993,0.889,0.575,1,"19","mt-Nd4l"
"Neto22",7.02045264143401e-05,0.273400552536544,0.306,0.103,1,"19","Neto2"
"Ube2q2",7.0356747456358e-05,0.383552694144036,0.361,0.147,1,"19","Ube2q2"
"Tax1bp31",7.04312276033749e-05,0.615211309651818,0.583,0.349,1,"19","Tax1bp3"
"Rnf13",7.05634161347821e-05,0.432229670068042,0.583,0.305,1,"19","Rnf13"
"Ugdh2",7.17095149849667e-05,0.520884550042838,0.528,0.28,1,"19","Ugdh"
"mt-Nd42",7.32986471085468e-05,0.374431922681163,1,0.951,1,"19","mt-Nd4"
"Stk19",7.41493867278055e-05,0.298158556593267,0.583,0.292,1,"19","Stk19"
"Usp7",8.3835180119442e-05,0.326159993455054,0.5,0.245,1,"19","Usp7"
"Son",8.93983411751093e-05,0.349674726368745,0.917,0.819,1,"19","Son"
"Klf72",9.05662089204066e-05,0.373219699091896,0.5,0.233,1,"19","Klf7"
"Zfp703",9.72744895191882e-05,0.512832612865763,0.556,0.325,1,"19","Zfp703"
"Arid5a3",9.95677266091975e-05,0.375787890501229,0.833,0.571,1,"19","Arid5a"
"Ldhb",0.000100462415998313,0.268998411836533,0.167,0.04,1,"19","Ldhb"
"Tuba1a3",0.000110252563410632,0.514466718578687,0.833,0.606,1,"19","Tuba1a"
"Xdh2",0.000120102603021813,0.427320612802554,0.389,0.167,1,"19","Xdh"
"Sertad22",0.000124619345160961,0.40209575559875,0.694,0.42,1,"19","Sertad2"
"Nxt2",0.000133928600217919,0.292018747455696,0.222,0.067,1,"19","Nxt2"
"Xaf12",0.000134234627037506,0.545527092796079,0.5,0.252,1,"19","Xaf1"
"Arhgef7",0.000142164116061027,0.326592175594957,0.278,0.095,1,"19","Arhgef7"
"Rab5c2",0.000165455150516013,0.364158210734966,0.806,0.564,1,"19","Rab5c"
"Ckb4",0.000165568835270143,0.409947771034689,0.667,0.362,1,"19","Ckb"
"BC030336",0.000167257380673363,0.255163277760358,0.306,0.115,1,"19","BC030336"
"Slc35e4",0.00016735088232835,0.25330028968159,0.306,0.111,1,"19","Slc35e4"
"Stat33",0.000170333716586116,0.406634397688,0.972,0.778,1,"19","Stat3"
"Tle3",0.00017564363178194,0.333338209988786,0.472,0.222,1,"19","Tle3"
"Arap21",0.000184676344809097,0.32036782269678,0.556,0.292,1,"19","Arap2"
"Ccnl14",0.000187038429735766,0.411367429372965,0.972,0.699,1,"19","Ccnl1"
"Brd22",0.00019009308090678,0.453000499613601,0.861,0.658,1,"19","Brd2"
"Lamp14",0.000208310574068851,0.43549149613956,0.833,0.667,1,"19","Lamp1"
"Slc31a22",0.000209926903943426,0.364463865639797,0.444,0.206,1,"19","Slc31a2"
"Chpt1",0.000223058664632119,0.265474969591472,0.278,0.099,1,"19","Chpt1"
"Cyp20a1",0.000225498150251736,0.279082257116443,0.333,0.13,1,"19","Cyp20a1"
"Crebbp",0.000226697200793285,0.374980038969284,0.667,0.417,1,"19","Crebbp"
"Pcf11",0.000235230583970347,0.333680671865946,0.556,0.307,1,"19","Pcf11"
"Klf62",0.000239650493081706,0.266145824910922,0.944,0.813,1,"19","Klf6"
"Lrrc8c",0.000247479965761425,0.409932205124576,0.417,0.191,1,"19","Lrrc8c"
"Agap12",0.000260018438016104,0.446950392531703,0.389,0.176,1,"19","Agap1"
"Cnep1r1",0.000265086264257165,0.259215212893503,0.417,0.19,1,"19","Cnep1r1"
"Dhx30",0.000270243398363285,0.364585310349658,0.417,0.203,1,"19","Dhx30"
"Fasn",0.000275847642009041,0.302967053379662,0.306,0.117,1,"19","Fasn"
"Pten1",0.000291336461883378,0.380822262930408,0.611,0.365,1,"19","Pten"
"Tcf7l2",0.000293379061662456,0.281334389618939,0.333,0.138,1,"19","Tcf7l2"
"Lpp",0.000297192114048919,0.284142497555863,0.333,0.136,1,"19","Lpp"
"Cebpb5",0.000302256187419311,0.342276822773854,0.889,0.742,1,"19","Cebpb"
"Cdc14a",0.000304029101030173,0.260406028033845,0.278,0.1,1,"19","Cdc14a"
"Zfp36l15",0.000314801801202485,0.454166732556575,0.944,0.743,1,"19","Zfp36l1"
"Pde7a",0.000338821239307447,0.255836884931895,0.417,0.189,1,"19","Pde7a"
"Pura",0.000339934998243677,0.359209797015723,0.556,0.299,1,"19","Pura"
"Gm424182",0.000349112291308697,0.405121660857998,0.944,0.962,1,"19","Gm42418"
"Sirt2",0.000353065325855098,0.454241772497826,0.667,0.42,1,"19","Sirt2"
"Tpst11",0.000379292102876765,0.369157064126511,0.222,0.075,1,"19","Tpst1"
"Igtp1",0.000381334910403335,0.470728057918297,0.417,0.193,1,"19","Igtp"
"Tnfrsf1a3",0.00040170551034511,0.535569356113583,0.611,0.39,1,"19","Tnfrsf1a"
"1810037I17Rik2",0.000409090119909026,0.403955690475031,0.944,0.709,1,"19","1810037I17Rik"
"Slc25a42",0.000495494369961138,0.383164044906556,0.75,0.605,1,"19","Slc25a4"
"Spry24",0.000513038731212963,0.736972102058766,0.472,0.251,1,"19","Spry2"
"Flot11",0.000514032826576404,0.258669196440722,0.472,0.232,1,"19","Flot1"
"Sepw13",0.000516660615663686,0.380653531495754,0.972,0.903,1,"19","Sepw1"
"Tsc22d14",0.000531399996563461,0.361722918339651,0.806,0.551,1,"19","Tsc22d1"
"Adgrg61",0.000538563102573933,0.30199131611854,0.194,0.061,1,"19","Adgrg6"
"Purb3",0.000552644488418478,0.436945207938574,0.722,0.555,1,"19","Purb"
"Celf22",0.000555074614972691,0.338698290135681,0.778,0.575,1,"19","Celf2"
"Plekha51",0.000556755776180965,0.458598776287516,0.361,0.172,1,"19","Plekha5"
"Fabp51",0.000569609351155143,0.460971175829542,0.694,0.428,1,"19","Fabp5"
"Phactr4",0.000583245915710728,0.255745256369246,0.25,0.092,1,"19","Phactr4"
"Parp141",0.000606692513228745,0.320660117033807,0.389,0.182,1,"19","Parp14"
"Tspan36",0.000613337163662686,0.475314966284772,0.5,0.287,1,"19","Tspan3"
"2010111I01Rik3",0.000633625425726558,0.302154497117613,0.583,0.333,1,"19","2010111I01Rik"
"Rassf44",0.000676500895259836,0.283028542604388,0.444,0.22,1,"19","Rassf4"
"Cystm11",0.000776290662574368,0.350225680911857,0.472,0.242,1,"19","Cystm1"
"Cab39l",0.000781322888647018,0.263238236403969,0.306,0.126,1,"19","Cab39l"
"Ppp1r15a3",0.000785690957287295,0.55888917501306,0.722,0.536,1,"19","Ppp1r15a"
"Mid1",0.000796494824193853,0.31494469568155,0.25,0.093,1,"19","Mid1"
"Smurf1",0.000805506252703979,0.262205708439507,0.25,0.094,1,"19","Smurf1"
"Ppp1r21",0.000824155530779396,0.395615912830171,0.778,0.576,1,"19","Ppp1r2"
"Ppfibp21",0.000827144502106422,0.306285590801448,0.25,0.096,1,"19","Ppfibp2"
"Calm22",0.000829859122809559,0.315227987975834,1,0.955,1,"19","Calm2"
"Morf4l11",0.000849503506730466,0.304770031452663,1,0.902,1,"19","Morf4l1"
"Ivns1abp3",0.000873539359565004,0.451010247569746,0.667,0.481,1,"19","Ivns1abp"
"Ifi27",0.000881415775260375,0.461781016845433,0.444,0.247,1,"19","Ifi27"
"Rab10",0.000887345076253318,0.426486829897633,0.889,0.662,1,"19","Rab10"
"Arrdc31",0.000912683868120677,0.314486742811162,0.361,0.163,1,"19","Arrdc3"
"Actn42",0.000927653763243772,0.393480141743394,0.722,0.5,1,"19","Actn4"
"Nudt42",0.000944009216356861,0.330027912595611,0.806,0.618,1,"19","Nudt4"
"Higd2a2",0.000949437288841129,0.298462587746843,0.833,0.552,1,"19","Higd2a"
"Aldh22",0.00096488362462447,0.414392200361979,0.417,0.206,1,"19","Aldh2"
"Tmbim11",0.000969278393954355,0.475008979363484,0.611,0.404,1,"19","Tmbim1"
"Scn1b",0.000976881215974634,0.276098264409415,0.306,0.128,1,"19","Scn1b"
"Slc30a91",0.00103529201135162,0.269928982323305,0.417,0.212,1,"19","Slc30a9"
"Eif1b",0.0010524512512938,0.318231055300639,0.583,0.373,1,"19","Eif1b"
"Ncor2",0.0010729756567194,0.350156063315873,0.389,0.195,1,"19","Ncor2"
"Tmed1",0.00107445206496107,0.284396643166256,0.222,0.079,1,"19","Tmed1"
"Syne23",0.00112943019433993,0.298131521273565,0.5,0.268,1,"19","Syne2"
"Fmnl2",0.00118130218904936,0.278586021846172,0.167,0.051,1,"19","Fmnl2"
"Plec",0.00120020194008833,0.296311512389911,0.778,0.576,1,"19","Plec"
"Nenf2",0.00122564694833614,0.345662689687006,0.583,0.345,1,"19","Nenf"
"Josd2",0.00128228422461812,0.281421711403107,0.361,0.172,1,"19","Josd2"
"Braf2",0.00130101252486528,0.328462140425752,0.472,0.269,1,"19","Braf"
"Ahnak22",0.00130196262056537,0.326768275325767,0.25,0.098,1,"19","Ahnak2"
"Kif5b",0.00132805117929934,0.303997579124691,0.889,0.689,1,"19","Kif5b"
"mt-Nd53",0.00136063831447014,0.324152949128073,0.889,0.667,1,"19","mt-Nd5"
"Pi4k2b",0.00137218566437858,0.512585664643566,0.278,0.117,1,"19","Pi4k2b"
"Nek11",0.00139286489028039,0.295253347461653,0.25,0.098,1,"19","Nek1"
"Nckap11",0.00140255597324173,0.342185866386206,0.333,0.157,1,"19","Nckap1"
"Foxo12",0.00148714620274245,0.431396364540778,0.722,0.537,1,"19","Foxo1"
"Smim33",0.00151079283230326,0.45392557537082,0.75,0.533,1,"19","Smim3"
"Cxcl23",0.00152174089299623,0.614734341259499,0.75,0.581,1,"19","Cxcl2"
"Notch1",0.00154086700974053,0.265581514121217,0.417,0.22,1,"19","Notch1"
"Rrs11",0.00158645785033908,0.332626442590774,0.389,0.195,1,"19","Rrs1"
"Adgrl22",0.00164444814583855,0.252880777308907,0.444,0.23,1,"19","Adgrl2"
"Kmt2c",0.0016485119180517,0.302683068405056,0.5,0.287,1,"19","Kmt2c"
"Scaf1",0.00173269211602412,0.268993659141637,0.306,0.138,1,"19","Scaf1"
"Lpcat2",0.00175527773000987,0.335183225289936,0.278,0.121,1,"19","Lpcat2"
"Abl21",0.00179313269955892,0.384191628189065,0.361,0.186,1,"19","Abl2"
"Nop582",0.00182382413749386,0.659733263797562,0.5,0.322,1,"19","Nop58"
"Lrrc8b",0.0018286986573472,0.274239186944422,0.167,0.052,1,"19","Lrrc8b"
"Adgrg11",0.00185682273433869,0.284211239718536,0.333,0.16,1,"19","Adgrg1"
"Blvrb2",0.00186934178829228,0.269106610193868,0.5,0.283,1,"19","Blvrb"
"Leng8",0.00203693488839424,0.275875844609662,0.417,0.221,1,"19","Leng8"
"Cnp",0.00204283182928372,0.683661830873113,0.389,0.209,1,"19","Cnp"
"Fkbp1a2",0.00204528804342529,0.415284148177652,0.833,0.737,1,"19","Fkbp1a"
"S100a162",0.00215762043194351,0.277667741405965,0.222,0.083,1,"19","S100a16"
"Egln2",0.00216733110953007,0.25737899471353,0.528,0.311,1,"19","Egln2"
"Pde6d",0.00219324489824522,0.284119230030163,0.306,0.138,1,"19","Pde6d"
"Gtf2i2",0.00219858428345597,0.369746837553303,0.444,0.262,1,"19","Gtf2i"
"Ifih11",0.00221511555013689,0.268244932175841,0.25,0.102,1,"19","Ifih1"
"Arpc1a",0.00226822136016881,0.570678321389335,0.611,0.421,1,"19","Arpc1a"
"Tmtc2",0.00241149713195479,0.261584265038376,0.306,0.14,1,"19","Tmtc2"
"Bach15",0.00253547412880033,0.377400135693708,0.528,0.329,1,"19","Bach1"
"Sec14l11",0.00257692809728206,0.260345572902122,0.444,0.242,1,"19","Sec14l1"
"Atp13a3",0.00262475300968539,0.253875400446532,0.417,0.236,1,"19","Atp13a3"
"Scarb2",0.0026453579337239,0.376907759262637,0.444,0.262,1,"19","Scarb2"
"Rbms13",0.00265565817021344,0.265440619958596,0.861,0.634,1,"19","Rbms1"
"Srsf4",0.00272338155639165,0.250428860133444,0.444,0.243,1,"19","Srsf4"
"Opa3",0.00280557529800884,0.321143612038306,0.361,0.184,1,"19","Opa3"
"Ecm11",0.00290678824118717,0.312497391048516,0.417,0.225,1,"19","Ecm1"
"Gnl32",0.00296401832866212,0.297831910274622,0.556,0.339,1,"19","Gnl3"
"Rgl14",0.00300069617793249,0.308839165152285,0.417,0.217,1,"19","Rgl1"
"Vcl1",0.00305332375552288,0.253692585536662,0.333,0.162,1,"19","Vcl"
"Plod3",0.0031322125072134,0.316390547079078,0.222,0.091,1,"19","Plod3"
"Fus",0.00328665470683645,0.281926248463851,0.833,0.738,1,"19","Fus"
"Gcnt24",0.00329553493261026,0.420931246882092,0.417,0.234,1,"19","Gcnt2"
"Creb5",0.00333387437609252,0.35001069717976,0.222,0.092,1,"19","Creb5"
"0610010F05Rik",0.00336134215715154,0.250476801323675,0.222,0.086,1,"19","0610010F05Rik"
"Anapc22",0.0034314498815575,0.259546043504768,0.639,0.44,1,"19","Anapc2"
"BC0055372",0.0034535510647183,0.377092516954873,0.722,0.559,1,"19","BC005537"
"Diaph32",0.0035069328246665,0.281561114297388,0.194,0.072,1,"19","Diaph3"
"mt-Nd22",0.00358971738943274,0.278018826852641,1,0.84,1,"19","mt-Nd2"
"St3gal2",0.00360343712440025,0.263928496398925,0.167,0.058,1,"19","St3gal2"
"Gm101166",0.00360950185110925,0.404022977379512,0.778,0.579,1,"19","Gm10116"
"Ptov11",0.00370632319903123,0.315174137188726,0.417,0.238,1,"19","Ptov1"
"Snapin",0.00384654535743839,0.316870199854529,0.361,0.191,1,"19","Snapin"
"Cdk11b3",0.00387877333637377,0.456148655820247,0.806,0.656,1,"19","Cdk11b"
"Txlna",0.00394263267022231,0.342280526625065,0.472,0.257,1,"19","Txlna"
"Bpgm",0.00403647955779642,0.393572097668396,0.25,0.107,1,"19","Bpgm"
"Nab2",0.00408910091316374,0.256387350552754,0.361,0.188,1,"19","Nab2"
"Rrbp12",0.00415117282072142,0.309167204681568,0.806,0.597,1,"19","Rrbp1"
"Aplp22",0.00425219020049588,0.32091917421112,0.694,0.483,1,"19","Aplp2"
"Selk2",0.00435191607877194,0.29793625545713,0.972,0.902,1,"19","Selk"
"Eif1a2",0.00443166941841164,0.346433148200832,0.722,0.5,1,"19","Eif1a"
"Ptpra",0.00465221744462292,0.283387571680335,0.5,0.322,1,"19","Ptpra"
"Kctd122",0.00470709212406077,0.326293195057555,0.639,0.479,1,"19","Kctd12"
"Ndrg15",0.00476438482587939,0.273979380244464,0.778,0.591,1,"19","Ndrg1"
"Tjp13",0.00479389715572684,0.259068552376076,0.361,0.193,1,"19","Tjp1"
"Suco1",0.00484692678148243,0.26576430849882,0.528,0.331,1,"19","Suco"
"Tprgl3",0.00505990385847359,0.297415118686687,0.778,0.596,1,"19","Tprgl"
"Mbnl21",0.00514362371967529,0.3705926404798,0.611,0.416,1,"19","Mbnl2"
"Ssbp4",0.00514939955580096,0.310011727915663,0.611,0.413,1,"19","Ssbp4"
"Ctnna13",0.00515053033558072,0.420560213012047,0.611,0.444,1,"19","Ctnna1"
"Dstn3",0.00526462534785622,0.365301201925459,0.75,0.536,1,"19","Dstn"
"Ralgds",0.00532375000328159,0.529322873567002,0.306,0.161,1,"19","Ralgds"
"Pink11",0.00550157731965946,0.279638270766219,0.417,0.232,1,"19","Pink1"
"Flnb3",0.00558867256439055,0.339296956097447,0.528,0.334,1,"19","Flnb"
"Lcmt2",0.00592556052241361,0.370646739273055,0.222,0.094,1,"19","Lcmt2"
"Ctnnbip11",0.00592837073826537,0.33379081320513,0.361,0.203,1,"19","Ctnnbip1"
"Bst23",0.00593777095169955,0.496949520931829,0.806,0.609,1,"19","Bst2"
"Dlc12",0.00608795295094172,0.339615026720763,0.278,0.132,1,"19","Dlc1"
"Lrp15",0.00610583235555624,0.275303866012168,0.417,0.231,1,"19","Lrp1"
"Ets16",0.00637875266010728,0.257051244032415,0.833,0.682,1,"19","Ets1"
"Lims11",0.00646848571093333,0.307813300001034,0.556,0.353,1,"19","Lims1"
"Tsc22d22",0.00675350545765418,0.333169357099348,0.5,0.307,1,"19","Tsc22d2"
"Impact3",0.00718836252999708,0.251481925063162,0.583,0.382,1,"19","Impact"
"Unc5b2",0.00723574546091963,0.3040814869062,0.417,0.249,1,"19","Unc5b"
"Cnot6",0.00728332713747101,0.26683986221933,0.528,0.362,1,"19","Cnot6"
"Qpct2",0.00740019824179768,0.480407047369885,0.25,0.116,1,"19","Qpct"
"Fam21",0.00744984443565744,0.265371877670241,0.333,0.181,1,"19","Fam21"
"Atf43",0.00749106946468402,0.286773556334007,0.778,0.73,1,"19","Atf4"
"Hipk3",0.00782372059631234,0.253807945717515,0.361,0.203,1,"19","Hipk3"
"9530068E07Rik",0.00782927045233524,0.296592014764935,0.528,0.367,1,"19","9530068E07Rik"
"Zfp771",0.00790992453649734,0.288477461498373,0.333,0.182,1,"19","Zfp771"
"Rybp",0.00803491929447225,0.288108002738504,0.417,0.253,1,"19","Rybp"
"Dph3",0.00808608256188905,0.279052572273634,0.583,0.387,1,"19","Dph3"
"Pacsin21",0.00824573342865556,0.310180134775409,0.444,0.278,1,"19","Pacsin2"
"Ubc1",0.00840193455982609,0.290502222556023,1,0.954,1,"19","Ubc"
"Ddx3x3",0.00846905615091156,0.346794187586427,0.75,0.592,1,"19","Ddx3x"
"Usp362",0.00854565019873271,0.287413849181447,0.528,0.344,1,"19","Usp36"
"Tcn21",0.00863545190589143,0.290852966823421,0.278,0.139,1,"19","Tcn2"
"Gngt24",0.0086967771868049,0.260290656864534,0.556,0.373,1,"19","Gngt2"
"Specc11",0.00900154110572913,0.322299163595731,0.278,0.141,1,"19","Specc1"
"Itgav2",0.00912300068548128,0.263295357874907,0.611,0.436,1,"19","Itgav"
"Hk26",0.00969226421288027,0.427303042036681,0.639,0.501,1,"19","Hk2"
"Pqlc12",0.00987528071144481,0.503246667956741,0.417,0.267,1,"19","Pqlc1"
"Sele",0,2.2682543561689,0.967,0.006,0,"20","Sele"
"Ecscr",0,1.9491855339641,0.933,0.006,0,"20","Ecscr"
"Tmem252",0,1.93610658354497,0.767,0.001,0,"20","Tmem252"
"Cdh5",0,1.83704808535863,0.933,0.002,0,"20","Cdh5"
"Emcn",0,1.6089608946387,0.9,0.003,0,"20","Emcn"
"Esam",0,1.33226081502369,0.9,0.002,0,"20","Esam"
"Ptprb",0,1.30949455004993,0.767,0.001,0,"20","Ptprb"
"Grrp1",0,1.29573425180717,0.733,0.002,0,"20","Grrp1"
"Apold1",0,1.25892368894971,0.733,0.002,0,"20","Apold1"
"Mmrn2",0,1.23832032065067,0.833,0.004,0,"20","Mmrn2"
"Adgrf5",0,1.23461588251872,0.867,0.002,0,"20","Adgrf5"
"Pcp4l1",0,1.18895072022936,0.667,0.003,0,"20","Pcp4l1"
"Myct1",0,1.10772618445751,0.7,0.001,0,"20","Myct1"
"Meox1",0,1.04135088959553,0.767,0.002,0,"20","Meox1"
"Cyyr1",0,1.0301350457597,0.667,0.001,0,"20","Cyyr1"
"Sdpr",0,1.0217060544933,0.633,0.001,0,"20","Sdpr"
"Sox7",0,0.721543355886253,0.633,0.003,0,"20","Sox7"
"Fam167b",0,0.617701186093594,0.467,0,0,"20","Fam167b"
"Tie1",0,0.595987549219196,0.5,0.001,0,"20","Tie1"
"Robo4",0,0.447295350815945,0.533,0.001,0,"20","Robo4"
"Mustn1",2.62673602558772e-305,1.61914596500181,0.767,0.006,4.38743718353917e-301,"20","Mustn1"
"C1qtnf9",7.37564329094821e-276,0.880087678587631,0.533,0.002,1.23195369888708e-271,"20","C1qtnf9"
"Rasip1",4.4802992719389e-273,1.72875268991768,1,0.016,7.48344387391954e-269,"20","Rasip1"
"Tacr1",2.82412860803266e-257,0.633023763087904,0.433,0.001,4.71714201399696e-253,"20","Tacr1"
"Podxl",2.85815453434813e-253,0.511481109197155,0.467,0.002,4.77397551872168e-249,"20","Podxl"
"Egfl7",1.32649579772594e-250,1.87550724365167,0.933,0.015,2.21564593094164e-246,"20","Egfl7"
"Mecom",2.31683650017033e-242,0.517489931045581,0.433,0.001,3.8698120062345e-238,"20","Mecom"
"Adamts91",2.16230175663436e-239,1.52432270261352,0.833,0.012,3.61169262410636e-235,"20","Adamts9"
"Tshz2",3.84791149563115e-239,0.999776410617907,0.867,0.013,6.42716657115271e-235,"20","Tshz2"
"Dysf",9.20738160666279e-236,0.396534627462591,0.333,0,1.53790894976089e-231,"20","Dysf"
"Erg",2.51321614001296e-235,0.69355136830093,0.533,0.003,4.19782491866365e-231,"20","Erg"
"Tspan12",1.78960607397528e-229,0.519648271295208,0.433,0.002,2.98917902536091e-225,"20","Tspan12"
"Tspan71",3.98429657747963e-226,1.56679119361503,0.833,0.013,6.65497057336422e-222,"20","Tspan7"
"Plvap",6.69408213762911e-226,3.04464820365408,0.967,0.02,1.11811253944819e-221,"20","Plvap"
"Jam2",5.50270047878035e-214,1.27559060517609,0.833,0.014,9.19116060970681e-210,"20","Jam2"
"Nr2f2",4.53912855504469e-213,0.731854741128579,0.533,0.004,7.58170642549114e-209,"20","Nr2f2"
"Selp",9.74632081493015e-208,3.75730367256854,0.967,0.022,1.62792796571778e-203,"20","Selp"
"Unc45b",4.02274264400865e-199,0.346693751264219,0.333,0.001,6.71918703828765e-195,"20","Unc45b"
"Galnt15",3.96588049000437e-198,0.521838034473526,0.433,0.003,6.62421018245431e-194,"20","Galnt15"
"Myzap",3.76428710196981e-196,0.519971250468551,0.4,0.002,6.28748874642018e-192,"20","Myzap"
"Gng111",4.88673768513821e-192,2.01690147641266,0.9,0.021,8.16231795548635e-188,"20","Gng11"
"Mall",1.28810450856693e-189,0.859397307361488,0.7,0.011,2.15152096065935e-185,"20","Mall"
"Adcy4",1.76541511512283e-187,0.71752178408674,0.467,0.004,2.94877286678967e-183,"20","Adcy4"
"Hoxd10",1.03084489342602e-184,0.3713004200513,0.267,0,1.72182022548948e-180,"20","Hoxd10"
"Tek",1.16090431527886e-184,0.495356236932257,0.267,0,1.93905847781029e-180,"20","Tek"
"Adgrl4",4.67144636566481e-184,0.428909650336465,0.367,0.002,7.80271686456993e-180,"20","Adgrl4"
"Ramp21",5.92416994705098e-184,1.75950244273666,0.9,0.022,9.89514106255926e-180,"20","Ramp2"
"Ldb2",6.32065513869873e-184,0.592094985107045,0.367,0.002,1.05573902781685e-179,"20","Ldb2"
"Ackr1",9.22176348245458e-183,3.16775124298157,0.767,0.015,1.54031115447439e-178,"20","Ackr1"
"Tinagl1",1.32740440743803e-182,1.87802088521599,0.933,0.024,2.21716358174375e-178,"20","Tinagl1"
"Ptprk",2.86102909565838e-180,0.474078456120693,0.467,0.004,4.77877689847818e-176,"20","Ptprk"
"Fabp4",2.18539702703326e-171,3.4219464199918,0.933,0.027,3.65026865425366e-167,"20","Fabp4"
"Bcl6b",4.25272413543205e-169,0.5163113266418,0.4,0.003,7.10332512341215e-165,"20","Bcl6b"
"Lrg1",2.42351781871061e-168,2.91770145405998,0.967,0.03,4.04800181259233e-164,"20","Lrg1"
"Arhgef15",3.61114877173399e-166,0.314940980087877,0.267,0.001,6.03170179342729e-162,"20","Arhgef15"
"Ebf11",1.6516307018067e-163,1.33618068123606,0.933,0.027,2.75871876122774e-159,"20","Ebf1"
"Hoxd9",2.40930481983651e-161,0.430357414955994,0.3,0.001,4.02426184057292e-157,"20","Hoxd9"
"Arhgap29",6.9259568929855e-160,0.764189829101956,0.633,0.011,1.15684257983537e-155,"20","Arhgap29"
"C130074G19Rik",2.80384033731234e-156,0.399425985574957,0.2,0,4.68325451541279e-152,"20","C130074G19Rik"
"Mcam",3.57872528058478e-153,0.86482348286839,0.533,0.008,5.97754483616075e-149,"20","Mcam"
"Cd341",9.85371724067919e-152,1.5657171631967,0.9,0.028,1.64586639071064e-147,"20","Cd34"
"2200002D01Rik",1.73059791561691e-151,2.02444165504279,1,0.036,2.89061769845493e-147,"20","2200002D01Rik"
"Aplnr",5.94898460786232e-151,0.327120632871838,0.267,0.001,9.93658899051243e-147,"20","Aplnr"
"Col15a12",1.7585179694208e-150,1.09574249107312,0.733,0.017,2.93725256432356e-146,"20","Col15a1"
"Tm4sf11",1.47369772738062e-147,3.82478008353515,1,0.038,2.46151731404384e-143,"20","Tm4sf1"
"Adamts41",3.06504681472977e-147,2.10440715885931,0.867,0.027,5.11954769464314e-143,"20","Adamts4"
"Tmem471",5.57889758068739e-145,0.67636160082577,0.567,0.01,9.31843262902215e-141,"20","Tmem47"
